sector,quarter,cum_funding_m,num_companies,avg_funding_rounds,avg_investor_quality,total_venture_m,total_seed_m,total_angel_m,total_pe_m,max_single_round_m,avg_round_types,cum_funding_running_m,new_funding_m,rolling_2q_funding,prev_2q_funding,funding_velocity,round_frequency,valuation_stepup,investor_competition,sentiment_proxy,stem,investor_tier,sector_multiple,trl,regulatory_momentum,cost_years_remaining,competitor_count,current_value_score,momentum_score,future_potential_score,techstock_score,techstock_market_cap_m
Autonomous Vehicles,2008-01-01,75.498679,6,1.3333333333333333,1.2,73.5,1.148679,0.85,0.0,65.0,0.8333333333333334,507.629451,75.498679,103.758679,42.41,1.4465616022975338,0.09230769088757398,2.3214285714285716,0.10416666666666667,-0.15651192447679713,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,3.25,0.49574516162112103,36.789036192392054,67.75253512883663,30.012594514194824,13824.68687379806
Data Center,2008-01-01,16.267773,4,1.25,1.05,1.706258,7.525772,0.15,0.0,13.911515,0.25,477.76256599999994,16.267773,130.267773,247.868993,-0.47444909547662095,0.04301075222569084,0.2,0.03125,1.0,data_center,1.4,14.0,7.0,0.5,3.0,3.5,0.40808262304177906,23.196727802733903,98.1985914843218,32.83173565125403,10785.963795227552
Semiconductor Plant,2008-01-01,279.0205,10,1.6,1.44,129.0205,0.0,0.0,150.0,150.0,0.7,2610.9021470000002,279.0205,512.1405,402.146649,0.2735167655878768,0.41666664930555625,2.0833333333333335,0.0875,-0.12374729866363238,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,10.5,3.0647937659039006,32.92739882449099,81.09401660076475,33.02401124512459,8296.514147356109
AI Intersections,2008-04-01,189.451727,21,1.4285714285714286,1.3238095238095238,188.951727,0.5,0.0,0.0,49.5,0.42857142857142855,3569.515527,189.451727,442.8035320000001,661.509857,-0.33061687948420554,0.062130177330975804,0.9658330980700488,0.05357142857142857,-0.269035218393357,AI_Intersections,1.2,20.0,3.0,0.4,8.0,21.0,3.85222175836068,12.526202333747408,13.985559233989024,9.421449328653122,12608.306189669074
Autonomous Vehicles,2008-04-01,51.541475,9,1.4444444444444444,1.2111111111111112,50.732395,0.32908,0.48,0.0,31.0,0.3333333333333333,559.170926,51.541475,127.040154,58.260000000000005,1.1805724823108052,0.138461536331361,0.47692307692307695,0.041666666666666664,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,4.75,0.5512456099732937,41.92602980594713,84.28294128839185,35.96534399816878,9133.476072627276
Data Center,2008-04-01,6.288,6,1.0,1.0333333333333334,3.0,2.288,1.0,0.0,3.0,0.16666666666666666,484.05056599999995,6.288,22.555773,349.65999999999997,-0.9354922669579241,0.06451612833853626,0.21564869103041617,0.020833333333333332,-0.2424849043651675,data_center,1.4,14.0,7.0,0.5,3.0,4.0,0.4068879285246015,3.89380902604433,79.417687425982,21.380010187020854,7655.128392473813
Robotics,2008-04-01,23.25,1,3.0,1.5,23.25,0.0,0.0,0.0,23.25,3.0,54.95,23.25,35.45,19.5,0.8179486760026321,0.04761904535147403,2.0043103448275863,0.375,0.0,robotics,1.3,16.0,4.0,0.2,7.0,1.3333333333333333,0.06623332015341059,44.225386025086515,32.675695361131886,23.674302277124617,6242.794726444906
Semiconductor Plant,2008-04-01,388.296177,10,1.7,1.4300000000000002,386.397,1.899177,0.0,0.0,260.0,1.4,2999.1983240000004,388.296177,667.316677,556.348649,0.19945771055614137,0.41666664930555625,1.7333333333333334,0.175,1.0,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,10.75,3.4962823492227524,49.316299432506234,99.26634251358672,43.475803369462966,7008.543540035985
AI Intersections,2008-07-01,312.815051,12,1.75,1.425,312.815051,0.0,0.0,0.0,93.47,1.25,3882.330578,312.815051,502.26677800000004,561.1458890000001,-0.10492656553182643,0.03550295847484332,1.8882828282828283,0.15625,-0.05781580172846862,AI_Intersections,1.2,20.0,3.0,0.4,8.0,18.75,4.510243310290385,23.810321093482635,18.85184380028413,14.850670656906109,18092.38310507704
Autonomous Vehicles,2008-07-01,0.760237,1,2.0,1.2,0.260237,0.5,0.0,0.0,0.760237,0.0,559.931163,0.760237,52.301711999999995,103.758679,-0.49592927550736005,0.015384615147928998,0.2,0.0,-0.4873293833333333,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,4.75,0.5469232378607144,2.699004060816735,61.32204775052205,16.493932654060657,8936.310273434445
Data Center,2008-07-01,163.921291,10,1.8,1.22,41.24432,0.155,4.0,85.0,85.0,0.3,647.971857,163.921291,170.209291,130.267773,0.3066108890445921,0.10752688056422709,10.0,0.0375,-0.15220807307137402,data_center,1.4,14.0,7.0,0.5,3.0,5.75,0.6436400062913473,42.56699397756277,81.14225590976058,35.44146787210365,17280.685888265725
Semiconductor Plant,2008-07-01,123.34676,6,2.1666666666666665,1.4666666666666668,123.34676,0.0,0.0,0.0,53.0,1.5,3122.5450840000003,123.34676,511.642937,512.1405,-0.0009715361293012773,0.24999998958333375,0.20384615384615384,0.1875,-0.3091958117239787,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,9.0,3.7334740302139378,24.279489028145992,79.70918070983379,29.91850594939512,7467.2503156885095
AI Campus,2008-10-01,0.2,1,1.0,1.0,0.0,0.2,0.0,0.0,0.2,0.0,346.100839,0.2,280.44412,55.506719,3.0,0.03999999840000006,0.2,0.0,-0.45652173913043476,AI_Campus,1.5,18.0,5.0,0.6,5.0,2.25,0.281242569291067,35.79087678138457,59.62445679094388,27.545418098937,7044.9789493291355
AI Intersections,2008-10-01,255.917602,15,1.4,1.2666666666666666,199.088815,0.0,0.0,0.0,98.9,0.6,4138.2481800000005,255.917602,568.732653,442.8035320000001,0.2843905064325671,0.044378698093554145,1.058093505937734,0.075,-0.08427140854338189,AI_Intersections,1.2,20.0,3.0,0.4,8.0,16.75,4.273328175037409,21.264088537906265,17.369975282400247,13.494256078882218,13178.633187124
Autonomous Vehicles,2008-10-01,30.64525,3,1.6666666666666667,1.4000000000000001,30.14525,0.5,0.0,0.0,22.5,1.0,590.576413,30.64525,31.405487,127.040154,-0.7527908557731215,0.04615384544378699,10.0,0.125,0.042201875442321235,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,4.75,0.6732248852940654,37.96245621914222,71.15112647832892,31.34393125039963,6789.567526871928
Data Center,2008-10-01,25.085,4,1.75,1.225,23.82,0.265,1.0,0.0,22.3,0.75,673.056857,25.085,189.006291,22.555773,3.0,0.04301075222569084,0.2623529411764706,0.09375,-0.3899780701754386,data_center,1.4,14.0,7.0,0.5,3.0,6.0,0.6713393428433275,41.39318993784746,78.43331784816766,34.36448167742586,6173.042759736404
Semiconductor Plant,2008-10-01,192.6405,9,1.7777777777777777,1.411111111111111,187.6405,0.0,0.0,0.0,93.0,1.0,3315.1855840000003,192.6405,315.98726,667.316677,-0.5264807977719987,0.37499998437500065,1.7547169811320755,0.125,-0.08682116506520249,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,8.75,3.813681723177723,26.01972522080426,82.09307111210529,31.155644294578902,6355.027955109223
AI Intersections,2009-01-01,606.493504,48,1.1666666666666667,1.3187499999999999,588.341257,1.16155,0.0,0.0,94.0,0.5208333333333334,4744.7416840000005,606.493504,862.411106,502.26677800000004,0.7170379229879346,0.14201183389937327,0.9504550050556116,0.06510416666666667,0.696939378426769,AI_Intersections,1.2,20.0,3.0,0.4,8.0,24.0,5.101272864563642,36.38246649598153,28.461445589556046,21.889733816808004,23317.699095953452
Autonomous Vehicles,2009-01-01,27.562601,5,1.8,1.2,26.712601,0.76,0.0,0.0,16.212601,1.0,618.139014,27.562601,58.207851000000005,52.301711999999995,0.11292438930250738,0.07692307573964499,0.7205600444444444,0.125,-0.31746302475040655,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,4.5,0.6038805672158393,19.240596171650836,65.73310514644619,23.409037173575676,12188.033566589473
Data Center,2009-01-01,30.137055,9,1.3333333333333333,1.1,24.4,0.237055,4.9,0.0,19.9,0.3333333333333333,703.1939120000001,30.137055,55.222055,170.209291,-0.6755637994193643,0.09677419250780439,0.8923766816143497,0.041666666666666664,0.42628090519827155,data_center,1.4,14.0,7.0,0.5,3.0,7.25,0.6297676118138954,17.904859332918498,89.99363824551311,29.01701737262531,14143.479301561361
Semiconductor Plant,2009-01-01,97.58937,9,1.4444444444444444,1.4444444444444444,95.58937,0.0,0.0,0.0,17.03552,0.8888888888888888,3412.7749540000004,97.58937,290.22987,511.642937,-0.4327491900220462,0.37499998437500065,0.2,0.1111111111111111,-0.3251215054091008,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,8.5,4.018736828371182,19.44237380310265,78.2890091091707,27.984577839727077,9098.911370493326
AI Campus,2009-04-01,13.809538,4,1.5,1.225,12.388538,1.421,0.0,0.0,9.0,0.5,359.910377,13.809538,14.009538,335.24412,-0.9582109331008969,0.15999999360000025,10.0,0.0625,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,3.0,0.3585366890504911,47.470935110499944,82.48639527127916,37.37984078211497,4488.682204606091
AI Intersections,2009-04-01,851.945987,85,1.2352941176470589,1.2694117647058822,800.535289,3.0,0.0,0.0,80.5,0.3058823529411765,5596.687671000001,851.945987,1458.439491,568.732653,1.564367425964608,0.25147928919680684,0.8563829787234043,0.03823529411764706,1.0,AI_Intersections,1.2,20.0,3.0,0.4,8.0,40.0,5.792246484877945,48.9863958454069,31.524659818933742,27.343302094577027,29603.059013593353
Autonomous Vehicles,2009-04-01,262.093276,7,1.4285714285714286,1.2428571428571427,39.469,130.0,0.25,0.0,130.0,0.7142857142857143,880.2322899999999,262.093276,289.65587700000003,31.405487,3.0,0.10769230603550299,8.018454287501433,0.08928571428571429,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,4.0,0.8911045889201722,78.93895830943298,84.94720636930153,49.22187883619499,26313.435574962816
Data Center,2009-04-01,27.87639,3,1.3333333333333333,1.1666666666666667,26.99139,0.885,0.0,0.0,26.99139,0.3333333333333333,731.0703020000001,27.87639,58.013445000000004,189.006291,-0.6930607685801274,0.03225806416926813,1.356351256281407,0.041666666666666664,1.0,data_center,1.4,14.0,7.0,0.5,3.0,6.5,0.6945144427290681,24.30512569940846,98.55833392179926,33.4241832523344,20112.7591197719
Semiconductor Plant,2009-04-01,505.067174,11,3.0,1.5,403.227404,3.5,0.0,0.0,102.373249,1.1818181818181819,3917.8421280000002,505.067174,602.656544,315.98726,0.9072178514183838,0.4583333142361119,6.009399713070103,0.14772727272727273,0.15036331016980375,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,8.75,4.791111824897889,55.786284579295504,85.9961590070698,42.94068408448003,25657.733538423465
AI Intersections,2009-07-01,1493.994423,77,1.2467532467532467,1.2883116883116883,969.232662,0.01,0.0,463.0,443.0,0.23376623376623376,7090.682094000001,1493.994423,2345.94041,862.411106,1.7202112681046444,0.22781065021357796,5.503105590062112,0.02922077922077922,1.0,AI_Intersections,1.2,20.0,3.0,0.4,8.0,56.25,7.44798363232215,60.94281178914398,30.287996102350657,31.88117660471692,73680.62554809511
Autonomous Vehicles,2009-07-01,60.678525,5,1.2,1.3,59.0,0.02,0.0,0.0,25.0,0.2,940.910815,60.678525,322.77180100000004,58.207851000000005,3.0,0.07692307573964499,0.2,0.025,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,5.0,0.9964427385069597,55.638966680640294,84.04960136162498,40.884615774033136,38989.7372103747
Data Center,2009-07-01,78.822327,7,1.7142857142857142,1.2428571428571427,76.492327,1.25,1.0,0.0,49.0,0.8571428571428571,809.892629,78.822327,106.698717,55.222055,0.9321757596276388,0.07526881639495897,1.8153937237022622,0.10714285714285714,-0.2595726384316971,data_center,1.4,14.0,7.0,0.5,3.0,5.75,0.8198179252566105,29.281069594134557,80.57579000787167,30.720249030017655,38706.58971208006
Semiconductor Plant,2009-07-01,307.457363,17,1.8823529411764706,1.3588235294117648,254.236619,0.0,0.0,0.0,100.0,0.5882352941176471,4225.299491,307.457363,812.524537,290.22987,1.7995896328672523,0.7083333038194456,0.9768176840807309,0.07352941176470588,0.7463130892128824,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,11.5,4.680762241475398,61.22986534831173,93.882122768793,46.773288460697515,31293.95324721905
AI Campus,2009-10-01,4.5,1,1.0,1.2,4.5,0.0,0.0,0.0,4.5,1.0,364.410377,4.5,18.309538,280.44412,-0.9347123450664171,0.03999999840000006,0.5,0.125,-0.4590909090909091,AI_Campus,1.5,18.0,5.0,0.6,5.0,3.0,0.3556029672674073,6.443102060480249,61.51382625804125,17.775783472585363,8649.830313951703
AI Intersections,2009-10-01,2307.964057,85,1.4588235294117646,1.3141176470588236,1007.90794,1.04336,0.848097,397.5,600.397225,0.4117647058823529,9398.646151,2307.964057,3801.9584800000002,1458.439491,1.6068674784623838,0.25147928919680684,1.3552984762979685,0.051470588235294115,1.0,AI_Intersections,1.2,20.0,3.0,0.4,8.0,73.75,10.07034049450147,51.26034199777777,29.436113072224913,29.328284165079037,81642.58042711686
Autonomous Vehicles,2009-10-01,278.634487,8,2.0,1.425,119.568105,0.0,0.0,157.866382,157.866382,0.625,1219.545302,278.634487,339.31301199999996,289.65587700000003,0.17143492941648475,0.12307692118343198,6.314655279999999,0.078125,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,6.25,1.4161185789729154,48.55429754417122,84.93209293663753,38.79347480620847,51671.152398827166
Data Center,2009-10-01,46.047303,12,1.4166666666666667,1.175,42.274573,0.62418,0.84855,0.0,26.0,0.5833333333333334,855.939932,46.047303,124.86963,58.013445000000004,1.1524256807637319,0.12903225667707252,0.5306122448979592,0.07291666666666667,0.41782545345824196,data_center,1.4,14.0,7.0,0.5,3.0,7.75,0.8191236526316179,36.00535053784136,90.36982931618479,35.52197947834332,50213.23234769066
Semiconductor Plant,2009-10-01,300.284621,20,1.7,1.365,298.221258,0.0,0.0,0.0,62.6,0.5,4525.584112,300.284621,607.741984,602.656544,0.00843837180926982,0.8333332986111125,0.626,0.0625,0.279391200188953,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,14.25,5.0362783599583745,40.73488265777387,86.51836797516144,37.90131226799457,41276.562525738984
AI Intersections,2010-01-01,1568.873946,116,1.25,1.2827586206896553,1243.808598,2.33006,0.0,24.399991,260.0,0.3103448275862069,10967.520097,1568.873946,3876.838003,2345.94041,0.6525730942788213,0.34319526525681876,0.43304663841509256,0.03879310344827586,0.7933971556602195,AI_Intersections,1.2,20.0,3.0,0.4,8.0,90.75,11.471049180015202,39.30992304142633,24.99106423713296,24.594658795788536,61124.74625976906
Autonomous Vehicles,2010-01-01,148.875576,9,2.6666666666666665,1.1888888888888889,129.535784,0.139833,0.0,0.0,84.79729,1.1111111111111112,1368.420878,148.875576,427.51006299999995,322.77180100000004,0.3244963201587228,0.138461536331361,0.5371459643637111,0.1388888888888889,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,7.25,1.32564522690226,38.9440933546496,85.91235453655945,35.638779399028124,34415.031014954904
Data Center,2010-01-01,404.355799,19,1.368421052631579,1.1473684210526316,90.549869,3.026552,1.633318,0.0,300.0,0.3157894736842105,1260.295731,404.355799,450.403102,106.698717,3.0,0.2043010730720315,10.0,0.039473684210526314,1.0,data_center,1.4,14.0,7.0,0.5,3.0,10.25,1.178152772666721,83.79425004751128,98.77954649638615,54.49413524979217,62330.987979753416
Semiconductor Plant,2010-01-01,1007.99336,23,1.9565217391304348,1.3521739130434782,453.01166,1.8817,0.0,540.0,540.0,0.5217391304347826,5533.577472,1007.99336,1308.2779810000002,812.524537,0.610139658329925,0.9583332934027794,8.626198083067093,0.06521739130434782,1.0,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,17.75,6.100363262751295,78.08879031780667,97.1433368300676,54.05705612384975,55743.54876746522
AI Campus,2010-04-01,0.1448,1,1.0,1.0,0.0,0.1448,0.0,0.0,0.1448,0.0,364.55517699999996,0.1448,4.6448,14.009538,-0.6684544009620873,0.03999999840000006,0.2,0.0,-0.49974165381239755,AI_Campus,1.5,18.0,5.0,0.6,5.0,1.75,0.2962907943076659,1.5639247825801232,58.94153852899701,15.401274623875361,28544.18724189938
AI Intersections,2010-04-01,1869.407053,109,1.5779816513761469,1.2825688073394497,1699.008397,0.7,0.13468,100.0,319.0,0.44036697247706424,12836.92715,1869.407053,3438.2809989999996,3801.9584800000002,-0.09565530050300426,0.32248520614649345,1.226923076923077,0.05504587155963303,0.5971394205299543,AI_Intersections,1.2,20.0,3.0,0.4,8.0,96.75,13.424462349206188,32.304663630179824,21.88130311829673,22.146742989819593,86842.16189204137
Autonomous Vehicles,2010-04-01,161.724831,8,1.5,1.225,38.631807,0.02,0.0,69.6,69.6,0.375,1530.145709,161.724831,310.600407,339.31301199999996,-0.0846198168061416,0.12307692118343198,0.8207809471269658,0.046875,-0.19147466606506913,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,7.5,1.5274871348985202,16.53183998068735,66.65518357477603,23.060934740893988,42500.607651060556
Data Center,2010-04-01,400.997722,11,2.272727272727273,1.2545454545454546,107.603275,0.576447,5.3,0.0,291.754092,0.9090909090909091,1661.293453,400.997722,805.353521,124.86963,3.0,0.1182795686206498,0.9725136400000001,0.11363636363636363,1.0,data_center,1.4,14.0,7.0,0.5,3.0,12.25,1.6985151906031033,62.88234969857554,99.79158769230422,47.63612539381873,55464.43985053819
Semiconductor Plant,2010-04-01,278.869692,20,2.25,1.365,232.139706,0.0,0.0,43.751752,63.0471,0.65,5812.447164,278.869692,1286.8630520000002,607.741984,1.1174496492948405,0.8333332986111125,0.2,0.08125,-0.2239281165399991,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,20.0,6.468637055991746,44.65099890481018,78.85191498227344,37.92828318464862,39214.87564859392
AI Campus,2010-07-01,17.29785,2,2.0,1.25,16.16615,1.1317,0.0,0.0,16.29785,1.0,381.85302699999994,17.29785,17.44265,18.309538,-0.047346249405842464,0.07999999680000013,10.0,0.125,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,2.0,0.3882396091334665,56.92830745582937,83.35718425441243,40.919499516796776,24261.150401806775
AI Intersections,2010-07-01,1904.633948,123,1.5528455284552845,1.289430894308943,1483.715403,4.0997,0.0,117.5,196.0,0.37398373983739835,14741.561098,1904.633948,3774.0410009999996,3876.838003,-0.026515681566765887,0.363905324367144,0.6144200626959248,0.046747967479674794,0.13743007292337117,AI_Intersections,1.2,20.0,3.0,0.4,8.0,108.25,15.498902139671038,26.429897428525553,14.07387393498723,18.96849343959917,65789.04150055572
Autonomous Vehicles,2010-07-01,227.107471,11,1.4545454545454546,1.1454545454545455,41.332806,0.0,0.0,0.0,84.9,0.2727272727272727,1757.25318,227.107471,388.832302,427.51006299999995,-0.09047216488452053,0.16923076662721898,1.2198275862068968,0.03409090909090909,1.0,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,9.0,1.6403631855277025,32.47694973462087,84.45720680827671,33.13737938339756,38597.03680639591
Data Center,2010-07-01,47.658791,8,1.5,1.2375,45.225693,2.433098,0.0,0.0,20.75,0.625,1708.952244,47.658791,448.656513,450.403102,-0.003877835184452474,0.08602150445138168,0.2,0.078125,-0.1976821618067683,data_center,1.4,14.0,7.0,0.5,3.0,12.5,1.7235164866937018,16.2728187988744,81.25580993020947,26.698845656835886,35758.27856807065
Semiconductor Plant,2010-07-01,204.868425,14,2.2857142857142856,1.4428571428571428,200.23064,0.0,0.0,0.0,79.96,1.0,6017.315589,204.868425,483.738117,1308.2779810000002,-0.6302482158566206,0.5833333090277788,1.2682581752372433,0.125,-0.16683441404524113,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,19.25,7.078690089787976,27.97031116517763,80.41711112181787,32.72536272418183,30511.559912232333
AI Intersections,2010-10-01,2570.277845,121,1.6611570247933884,1.3033057851239669,1848.626884,12.162124,0.084549,129.375,450.0,0.5041322314049587,17311.838943,2570.277845,4474.911793,3438.2809989999996,0.3014968218129934,0.3579881646213368,2.295918367346939,0.06301652892561983,0.05682796211760932,AI_Intersections,1.2,20.0,3.0,0.4,8.0,117.25,18.39726369646756,33.28608974258927,12.497831830452732,22.13349484610645,81302.18308943993
Autonomous Vehicles,2010-10-01,186.56761,12,2.0833333333333335,1.2583333333333333,180.60661,5.961,0.0,0.0,60.70437,0.6666666666666666,1943.82079,186.56761,413.675081,310.600407,0.33185620928096127,0.18461538177514797,0.7150102473498232,0.08333333333333333,-0.16521084304973344,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,10.0,1.9935430196308257,23.692066309485053,67.76651023954653,26.031267976058732,44668.26287655411
Data Center,2010-10-01,146.611624,10,1.5,1.3199999999999998,80.4396,1.45,0.0,39.722024,39.722024,0.7,1855.5638680000002,146.611624,194.270415,805.353521,-0.7587762259764477,0.10752688056422709,1.914314409638554,0.0875,1.0,data_center,1.4,14.0,7.0,0.5,3.0,12.0,1.9962908659298386,29.156081977548045,99.41604157477762,35.85715543220816,56204.28010505383
Semiconductor Plant,2010-10-01,288.701236,12,2.4166666666666665,1.425,278.166772,0.0,0.0,0.0,72.0,0.9166666666666666,6306.016825,288.701236,493.569661,1286.8630520000002,-0.6164551769130635,0.4999999791666675,0.9004502251125563,0.11458333333333333,-0.019287343057105832,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,17.25,7.3265378216758075,26.437963876081476,82.61193855480919,32.83688712400114,40360.999771870316
AI Campus,2011-01-01,6.532585,7,1.1428571428571428,1.0285714285714287,4.1265,0.43,1.926085,0.0,4.752585,0.14285714285714285,388.3856119999999,6.532585,23.830435,4.6448,3.0,0.27999998880000043,0.29160809554634504,0.017857142857142856,-0.2634756137388521,AI_Campus,1.5,18.0,5.0,0.6,5.0,2.75,0.3247714618216529,45.096768558723404,62.825471570746,31.62014547296835,16412.526648110757
AI Intersections,2011-01-01,1575.541364,116,1.6724137931034482,1.2879310344827586,1415.898627,6.787288,0.0,12.0165,258.625546,0.31896551724137934,18887.380307,1575.541364,4145.819209,3774.0410009999996,0.09850931873898086,0.34319526525681876,0.5747234355555555,0.03987068965517242,0.0021249055786155546,AI_Intersections,1.2,20.0,3.0,0.4,8.0,117.25,19.834886276701365,24.9924512039127,11.328777006065648,19.513506683566405,50431.62445666994
Autonomous Vehicles,2011-01-01,67.037399,9,1.7777777777777777,1.2111111111111112,41.140802,0.55,12.804097,0.0,27.804097,0.4444444444444444,2010.858189,67.037399,253.605009,388.832302,-0.3477779288311857,0.138461536331361,0.45802463644709596,0.05555555555555555,-0.27485427495508064,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,10.0,1.9848979926642965,12.996519763849667,65.70285954183576,21.768455999872042,26275.92935359111
Data Center,2011-01-01,184.858273,21,1.6666666666666667,1.2333333333333332,172.181148,2.642125,0.8,7.0,44.0,0.6190476190476191,2040.4221410000002,184.858273,331.469897,448.656513,-0.2611945048010604,0.22580644918487688,1.1076978353368903,0.07738095238095238,-0.27141632016015677,data_center,1.4,14.0,7.0,0.5,3.0,12.5,2.0510684798415983,18.642293370222838,80.13737266660458,27.379573238165776,30462.090652946168
Robotics,2011-01-01,30.615,3,2.0,1.1666666666666667,29.4,1.115,0.1,0.0,29.4,0.6666666666666666,85.565,30.615,53.864999999999995,31.7,0.6992113344097369,0.14285713605442207,1.264516129032258,0.08333333333333333,0.0,robotics,1.3,16.0,4.0,0.2,7.0,1.75,0.08042248562097358,29.423271864696314,28.3239829673506,17.411309888729747,38476.02780703687
Semiconductor Plant,2011-01-01,497.302321,17,2.3529411764705883,1.3705882352941177,485.222471,0.0,0.0,0.0,108.0,1.0588235294117647,6803.319146,497.302321,786.003557,483.738117,0.6248534666850464,0.7083333038194456,1.5,0.1323529411764706,-0.25332063645736713,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,15.75,7.602540736273732,42.43294595741788,79.46597028078999,37.75903994980325,11107.10618888613
AI Campus,2011-04-01,5.25,2,1.0,1.0,0.0,5.25,0.0,0.0,4.0,0.0,393.6356119999999,5.25,11.782585000000001,17.44265,-0.32449568589086597,0.07999999680000013,0.8416472298759518,0.0,0.08333333333333337,AI_Campus,1.5,18.0,5.0,0.6,5.0,3.0,0.320003860008564,14.39151965668764,67.78227514672804,22.11060221052611,14784.486993010045
AI Intersections,2011-04-01,1127.095795,95,1.6842105263157894,1.2873684210526315,980.682029,5.041,0.0,102.0,130.0,0.30526315789473685,20014.476102,1127.095795,2702.637159,4474.911793,-0.3960468307724593,0.28106508792584295,0.5026572278362633,0.038157894736842106,-0.1985419004407704,AI_Intersections,1.2,20.0,3.0,0.4,8.0,113.75,21.009400369115248,16.227322620525676,8.52684941799988,16.215035419330057,38593.58736365825
Autonomous Vehicles,2011-04-01,176.806392,17,1.1764705882352942,1.2176470588235293,107.328749,4.082643,0.395,65.0,65.0,0.11764705882352941,2187.664581,176.806392,243.84379099999998,413.675081,-0.41054271187646735,0.261538457514793,2.337784967445625,0.014705882352941176,0.046627227577687225,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,12.25,2.1711672470508727,22.018138217213416,69.83238550982902,26.0329116523023,26450.42590083027
Data Center,2011-04-01,399.410418,15,1.4666666666666666,1.22,31.3453,1.754993,1.93853,164.1,361.0,0.4,2439.8325590000004,399.410418,584.268691,194.270415,2.0075021407273868,0.16129032084634065,8.204545454545455,0.05,-0.001979193288285108,data_center,1.4,14.0,7.0,0.5,3.0,13.5,2.42622760771917,57.4827430600889,83.70455200768103,42.01558911603904,37669.67760154076
Robotics,2011-04-01,0.575,1,1.0,1.0,0.0,0.0,0.0,0.0,0.575,0.0,86.14,0.575,31.189999999999998,35.45,-0.12016924907844163,0.04761904535147403,0.2,0.0,-0.48525641025641025,robotics,1.3,16.0,4.0,0.2,7.0,1.75,0.06926264344513013,6.963163797154043,19.785485716629253,7.41118381553928,29160.51343768888
Semiconductor Plant,2011-04-01,599.538269,13,2.3846153846153846,1.4,297.865964,0.0,0.0,0.0,288.565568,1.0769230769230769,7402.8574149999995,599.538269,1096.84059,493.569661,1.2222609601965366,0.5416666440972231,2.6719034074074073,0.1346153846153846,0.574943398653734,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,14.0,8.450140662611979,56.95525462807458,92.05656538584816,46.32853673133293,18463.11870761081
AI Campus,2011-07-01,0.675,2,1.5,1.2,0.65,0.025,0.0,0.0,0.5,0.0,394.31061199999994,0.675,5.925,23.830435,-0.7513683341756735,0.07999999680000013,0.2,0.0,1.0,AI_Campus,1.5,18.0,5.0,0.6,5.0,3.25,0.38486083374817864,20.034479199975415,81.56477738123542,27.557206398799522,21610.49912829796
AI Intersections,2011-07-01,1830.74654,112,1.7589285714285714,1.2660714285714287,1181.016447,20.009279,7.0,432.619095,396.94984,0.4375,21845.222642,1830.74654,2957.8423350000003,4145.819209,-0.28654816185291393,0.3313609457652043,3.0534603076923075,0.0546875,-0.019396747621133914,AI_Intersections,1.2,20.0,3.0,0.4,8.0,111.0,22.551874497286462,27.78210013142763,11.651664781207959,21.657401040216243,62141.32488733796
Autonomous Vehicles,2011-07-01,95.070297,13,2.076923076923077,1.2076923076923076,75.993437,2.199588,11.25,0.0,36.3,0.46153846153846156,2282.734878,95.070297,271.876689,253.605009,0.07204778801491345,0.199999996923077,0.5584615384615385,0.057692307692307696,-0.29069315381527017,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,12.75,2.24703325255536,18.51635148709453,65.37849428179881,23.72415989195493,35925.10462916145
