sector,quarter,cum_funding_m,num_companies,avg_funding_rounds,avg_investor_quality,total_venture_m,total_seed_m,total_angel_m,total_pe_m,max_single_round_m,avg_round_types,cum_funding_running_m,new_funding_m,rolling_2q_funding,prev_2q_funding,funding_velocity,round_frequency,valuation_stepup,investor_competition,sentiment_proxy,stem,investor_tier,sector_multiple,trl,regulatory_momentum,cost_years_remaining,competitor_count,current_value_score,momentum_score,future_potential_score,techstock_score,techstock_market_cap_m
AI Intersections,2014-07-01,10217.870141,338,3.1893491124260356,1.3068047337278106,6569.126739,56.553504,4.094263,401.067461,321.184551,0.7041420118343196,84509.50135399998,10217.870141,20103.414192999997,13482.884073000001,0.49103219190075453,0.9999999970414202,0.6011248027738086,0.08801775147928995,0.4341787450804375,AI_Intersections,1.2,20.0,3.0,0.4,8.0,304.25,90.05302897267136,52.30181042922741,5.866600543555128,55.79349537518692,354796.9998488334
Autonomous Vehicles,2014-07-01,690.936094,65,2.0153846153846153,1.196923076923077,634.734312,31.129549,2.078312,0.0,110.0,0.6,11524.842753000003,690.936094,3857.533000000001,1295.1955520000001,1.9783402143907765,0.9999999846153849,0.2,0.075,0.01962841750965949,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,59.0,11.2473516326806,59.28902733770493,67.16404507213062,42.04111148930161,234832.46988176304
Data Center,2014-07-01,1813.722584,81,2.7160493827160495,1.2395061728395063,1660.152551,60.553237,9.367985,31.9034,564.059999,0.8641975308641975,14014.67871,1813.722584,6107.110718,2574.769896,1.3719054374978195,0.8709677325702394,0.5094403516932122,0.10802469135802469,1.0,data_center,1.4,14.0,7.0,0.5,3.0,75.0,14.164088899024042,64.87776472187724,95.45463214553094,52.23651124864938,308831.6129541473
Robotics,2014-07-01,63.190747,21,2.238095238095238,1.1047619047619048,47.853923,7.581143,1.125,0.0,26.6,0.14285714285714285,384.166456,63.190747,116.503747,144.685327,-0.19477842286814318,0.9999999523809546,1.3523131672597863,0.017857142857142856,1.0,robotics,1.3,16.0,4.0,0.2,7.0,12.75,0.34510023677495116,51.33923053429653,42.79821967154432,28.806325699599842,309596.9537513183
Semiconductor Plant,2014-07-01,1433.501036,21,4.857142857142857,1.3952380952380952,1200.582223,4.4,0.0,139.020273,268.412808,2.142857142857143,14310.975312999999,1433.501036,2153.427287,908.508894,1.3702875116043853,0.8749999635416682,1.1230661422594141,0.26785714285714285,1.0,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,20.5,16.280894529896212,74.26640235521104,100.0,57.50559863628235,69730.09494008351
AI Campus,2014-10-01,203.481292,25,2.08,1.204,116.590965,23.146327,3.155,55.0,55.0,0.52,1626.426493,203.481292,860.1979779999999,89.210164,3.0,0.9999999600000016,0.2,0.065,0.3659246571859328,AI_Campus,1.5,18.0,5.0,0.6,5.0,19.75,1.5958112214529108,72.40317087307733,72.88344414795097,44.200295331145966,109045.21567117344
AI Intersections,2014-10-01,5352.974548,170,3.164705882352941,1.3647058823529412,3874.978558,72.703459,5.300405,264.11929,240.04,0.788235294117647,89862.47590199998,5352.974548,15570.844689,17429.12391,-0.10661919844560792,0.5029585783936137,0.7473584867411633,0.09852941176470588,-0.04936013089876723,AI_Intersections,1.2,20.0,3.0,0.4,8.0,286.0,100.0,29.666039372861544,0.0,50.38311378050154,182910.74347730452
Autonomous Vehicles,2014-10-01,1140.205019,41,2.7560975609756095,1.278048780487805,1005.629912,29.295586,0.954194,93.0,276.83,0.9024390243902439,12665.047772000002,1140.205019,1831.1411130000001,3895.0635530000004,-0.5298815825175622,0.6307692210650889,2.5166363636363633,0.11280487804878049,0.505952765899597,Autonomous_Vehicles,1.5,12.0,6.0,0.3,4.0,57.25,13.198022687933367,40.746970706883495,75.15348068693153,38.32901899431545,137315.47896933425
Data Center,2014-10-01,1137.588639,51,2.7058823529411766,1.2745098039215685,1059.875643,34.601,4.860901,25.0,230.099999,0.9803921568627451,15152.267349,1137.588639,2951.311223000001,5317.548199999999,-0.44498646510717327,0.5483870908775582,0.40793532497949747,0.12254901960784313,-0.13318024399471273,data_center,1.4,14.0,7.0,0.5,3.0,72.0,15.746376225631234,26.972592723862448,78.8591212576126,35.453738258007505,139262.89591293488
Robotics,2014-10-01,57.336259,3,3.3333333333333335,1.3333333333333333,55.400645,0.46,0.0,0.0,49.300645,1.0,441.50271499999997,57.336259,120.527006,85.64092,0.40735299892442783,0.14285713605442207,1.8534077067669172,0.125,-0.24484877975156544,robotics,1.3,16.0,4.0,0.2,7.0,11.5,0.47904102896164,27.252712869796678,25.798034547933764,16.179574552996932,156533.14399962345
Semiconductor Plant,2014-10-01,1150.634995,22,4.5,1.4181818181818182,778.288069,3.65,0.0,210.377366,247.377366,1.5,15461.610308,1150.634995,2584.136031,1226.569982,1.1067986888767682,0.9166666284722238,0.9216302599092068,0.1875,0.9316182403200746,SemiConductor_Plant,1.5,10.0,7.0,0.8,6.0,21.75,17.87926553714402,67.61839057126778,97.6816769610056,55.23856215505273,58427.83044592365
